REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MEASURE_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
POL,Poland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,3.4,PS,Persons,6,Millions,Normal value,Public
POL,Poland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,3.0,PS,Persons,6,Millions,Normal value,Public
POL,Poland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.8,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.3,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,2.0,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.6,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.7,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.6,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.8,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.6,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.5,PS,Persons,6,Millions,Normal value,Public
PRT,Portugal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.5,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.5,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.5,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.6,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.0,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.5,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.6,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.5,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.7,PS,Persons,6,Millions,Normal value,Public
QAT,Qatar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.7,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,11.0,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,9.8,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,8.5,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,7.0,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,6.0,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,5.4,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.3,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,3.9,PS,Persons,6,Millions,Normal value,Public
ROU,Romania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,3.8,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,33.4,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,32.0,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,31.0,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,27.1,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,29.4,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,28.4,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,21.6,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,18.5,PS,Persons,6,Millions,Normal value,Public
RUS,Russian Federation,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,17.8,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,10.0,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,9.7,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,9.6,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,10.3,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,10.0,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,10.2,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,10.7,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,10.3,PS,Persons,6,Millions,Normal value,Public
RWA,Rwanda,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,10.2,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
STP,Sao Tome and Principe,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,8.5,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,7.9,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,7.8,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,8.2,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,8.3,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,8.8,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,8.9,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,8.8,PS,Persons,6,Millions,Normal value,Public
SEN,Senegal,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,8.6,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.4,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.9,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.4,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.1,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.8,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.0,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.9,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.8,PS,Persons,6,Millions,Normal value,Public
SRB,Serbia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.7,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
SYC,Seychelles,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,4.8,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,4.9,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.8,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,5.0,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,5.2,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,5.3,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,5.5,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,5.5,PS,Persons,6,Millions,Normal value,Public
SLE,Sierra Leone,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,5.5,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.2,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.2,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.0,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.3,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.2,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.5,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.6,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.5,PS,Persons,6,Millions,Normal value,Public
SVK,Slovak Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.5,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
SVN,Slovenia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,35.1,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,34.9,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,34.9,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,36.2,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,35.8,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,35.7,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,36.3,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,36.9,PS,Persons,6,Millions,Normal value,Public
ZAF,South Africa,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,37.5,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,9.4,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,9.2,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,9.6,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,9.9,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,10.1,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,10.3,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,10.6,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,11.4,PS,Persons,6,Millions,Normal value,Public
SSD,South Sudan,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,11.4,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,5.9,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,5.7,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,5.4,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,5.6,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,4.9,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.5,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.8,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,4.6,PS,Persons,6,Millions,Normal value,Public
ESP,Spain,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,4.5,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,7.1,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,6.5,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,6.4,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,7.6,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,7.7,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,9.2,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,8.9,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,8.4,PS,Persons,6,Millions,Normal value,Public
LKA,Sri Lanka,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,8.1,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
LCA,St. Lucia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.2,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.2,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.2,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.2,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.2,PS,Persons,6,Millions,Normal value,Public
SUR,Suriname,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.2,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.4,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.5,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.4,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.4,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.4,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.6,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.5,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.5,PS,Persons,6,Millions,Normal value,Public
SWE,Sweden,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.5,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.2,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
CHE,Switzerland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,11.0,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,8.7,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,8.3,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,15.6,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,15.4,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,15.9,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,17.6,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,18.1,PS,Persons,6,Millions,Normal value,Public
SYR,Syrian Arab Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,15.6,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.9,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.8,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.6,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.2,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.4,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.2,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.2,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.0,PS,Persons,6,Millions,Normal value,Public
TWN,"Taiwan, China",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.9,PS,Persons,6,Millions,Normal value,Public
TZA,Tanzania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,41.6,PS,Persons,6,Millions,Normal value,Public
